study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA472383	SAMN09233367	SRS3324335	SRX4108686	SRR7192099	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192099/SRR7192099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192099/SRR7192099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192099/SRR7192099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192099/SRR7192099_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192099	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192099		
PRJNA472383	SAMN09233366	SRS3324336	SRX4108687	SRR7192100	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192100/SRR7192100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192100/SRR7192100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192100/SRR7192100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192100/SRR7192100_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192100	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192100		
PRJNA472383	SAMN09233366	SRS3324336	SRX4108687	SRR7192101	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192101/SRR7192101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192101/SRR7192101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192101/SRR7192101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192101/SRR7192101_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192101	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192101		
PRJNA472383	SAMN09233366	SRS3324336	SRX4108687	SRR7192102	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192102/SRR7192102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192102/SRR7192102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192102/SRR7192102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192102/SRR7192102_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192102	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192102		
PRJNA472383	SAMN09233366	SRS3324336	SRX4108687	SRR7192103	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192103/SRR7192103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192103/SRR7192103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192103/SRR7192103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192103/SRR7192103_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192103	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192103		
PRJNA472383	SAMN09233366	SRS3324336	SRX4108687	SRR7192104	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192104/SRR7192104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192104/SRR7192104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192104/SRR7192104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192104/SRR7192104_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192104	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192104		
PRJNA472383	SAMN09233364	SRS3324337	SRX4108688	SRR7192105	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192105/SRR7192105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192105/SRR7192105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192105/SRR7192105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192105/SRR7192105_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192105	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192105		
PRJNA472383	SAMN09233364	SRS3324337	SRX4108688	SRR7192106	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192106/SRR7192106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192106/SRR7192106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192106/SRR7192106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192106/SRR7192106_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192106	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192106		
PRJNA472383	SAMN09233364	SRS3324337	SRX4108688	SRR7192107	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192107/SRR7192107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192107/SRR7192107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192107/SRR7192107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192107/SRR7192107_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192107	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192107		
PRJNA472383	SAMN09233363	SRS3324338	SRX4108689	SRR7192108	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192108/SRR7192108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192108/SRR7192108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192108/SRR7192108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192108/SRR7192108_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192108	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192108		
PRJNA472383	SAMN09233363	SRS3324338	SRX4108689	SRR7192109	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192109/SRR7192109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192109/SRR7192109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192109/SRR7192109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192109/SRR7192109_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192109	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192109		
PRJNA472383	SAMN09233363	SRS3324338	SRX4108689	SRR7192110	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192110/SRR7192110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192110/SRR7192110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192110/SRR7192110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192110/SRR7192110_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192110	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192110		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192111	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192111/SRR7192111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192111/SRR7192111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192111/SRR7192111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192111/SRR7192111_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192111	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192111		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192112	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192112/SRR7192112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192112/SRR7192112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192112/SRR7192112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192112/SRR7192112_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192112	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192112		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192113	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192113/SRR7192113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192113/SRR7192113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192113/SRR7192113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192113/SRR7192113_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192113	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192113		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192114	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192114/SRR7192114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192114/SRR7192114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192114/SRR7192114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192114/SRR7192114_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192114	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192114		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192115	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192115/SRR7192115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192115/SRR7192115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192115/SRR7192115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192115/SRR7192115_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192115	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192115		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192116	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192116/SRR7192116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192116/SRR7192116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192116/SRR7192116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192116/SRR7192116_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192116	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192116		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192117	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192117/SRR7192117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192117/SRR7192117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192117/SRR7192117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192117/SRR7192117_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192117	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192117		
PRJNA472383	SAMN09233362	SRS3324339	SRX4108690	SRR7192118	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192118/SRR7192118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192118/SRR7192118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192118/SRR7192118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192118/SRR7192118_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192118	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192118		
PRJNA472383	SAMN09233360	SRS3324340	SRX4108691	SRR7192119	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192119/SRR7192119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192119/SRR7192119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192119/SRR7192119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192119/SRR7192119_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192119	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192119		
PRJNA472383	SAMN09233360	SRS3324340	SRX4108691	SRR7192120	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192120/SRR7192120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192120/SRR7192120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192120/SRR7192120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192120/SRR7192120_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192120	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192120		
